Product ID,feature,shap_value
L51597,Type_M,-0.032301757
L51601,Type_M,-0.03298932
L51034,Type_M,-0.03194817
H33894,Type_M,0.009700994
L54773,Type_M,-0.026876366
L48515,Type_M,0.28024518
L51681,Type_M,0.015501251
M20254,Type_M,-0.26757112
L51628,Type_M,-0.033575483
L48676,Type_M,0.007020604
L51123,Type_M,-0.03861712
H35323,Type_M,0.008377365
L56839,Type_M,0.04856093
L51621,Type_M,-0.03399168
L51675,Type_M,-0.010982916
L51615,Type_M,-0.028339624
L51716,Type_M,-0.024708498
M19269,Type_M,-0.16141102
L48341,Type_M,0.01822807
L51655,Type_M,-0.009268379
L49941,Type_M,0.022268161
L49778,Type_M,-0.026853912
M15984,Type_M,-0.0992397
L51580,Type_M,-0.01467726
L57154,Type_M,-0.04058411
M15876,Type_M,-0.101234265
L52100,Type_M,-0.052790206
L47429,Type_M,0.12726043
L47249,Type_M,-0.0005509701
L47428,Type_M,0.15898524
L51690,Type_M,-0.03229147
L51251,Type_M,-0.051625874
L56673,Type_M,0.14116408
M23167,Type_M,-0.08942237
L47340,Type_M,0.032889653
L53435,Type_M,0.108493395
M19393,Type_M,-0.10303164
L53677,Type_M,-0.008318639
M19279,Type_M,0.87249184
L51585,Type_M,-0.01125434
M19416,Type_M,-0.15144104
L56844,Type_M,0.23723964
L51738,Type_M,-0.012785815
L55578,Type_M,-0.25428215
L51831,Type_M,-0.031687558
L55617,Type_M,0.01890921
L51724,Type_M,0.021795655
L51750,Type_M,-0.018658534
L48775,Type_M,0.17896183
M19249,Type_M,-0.052801106
M18795,Type_M,-0.036370132
M19387,Type_M,-0.12204354
L51550,Type_M,0.03521819
L52399,Type_M,-0.023191303
L51434,Type_M,-0.041331295
L51928,Type_M,-0.024676766
L51780,Type_M,-0.039543718
M19478,Type_M,-0.064575635
L48106,Type_M,0.15740947
M19587,Type_M,-0.08218964
L51841,Type_M,-0.028419273
M19287,Type_M,-0.11773046
L51939,Type_M,-0.08034197
L51450,Type_M,-0.036582805
L52241,Type_M,-0.031974968
L55372,Type_M,-0.0123860035
L53258,Type_M,0.032981258
L53705,Type_M,-0.03255905
M19529,Type_M,-0.01781798
M19143,Type_M,-0.04766203
L48571,Type_M,-0.24216357
L56594,Type_M,0.17575473
L47783,Type_M,-0.020936241
L54347,Type_M,0.039794955
L56264,Type_M,-0.028011767
H37528,Type_M,-0.56969434
M15119,Type_M,-0.06685641
L51586,Type_M,-0.020207964
L56355,Type_M,-0.017021665
M19857,Type_M,0.97316897
L52332,Type_M,-0.4626072
L54266,Type_M,-0.35633308
M19704,Type_M,-0.03865773
L51759,Type_M,-0.028354237
M19461,Type_M,-0.064874224
H34312,Type_M,-0.008212346
L51362,Type_M,-0.026164688
L51800,Type_M,-0.041204028
L51791,Type_M,-0.040890448
L52670,Type_M,-0.04031207
L51260,Type_M,-0.026497602
M19221,Type_M,0.03191211
L51801,Type_M,-0.039934266
M23105,Type_M,-0.09221975
M19202,Type_M,-0.03663206
L54263,Type_M,0.04026283
L49624,Type_M,-0.03663927
L51898,Type_M,-0.020181172
L51776,Type_M,-0.029672267
L49305,Type_M,-0.032693867
L49511,Type_M,0.13194431
M19622,Type_M,0.97491133
L47926,Type_M,0.057285167
M19033,Type_M,-0.07548652
L51935,Type_M,-0.025266675
L48969,Type_M,-0.025250645
L51919,Type_M,-0.025127016
H32414,Type_M,-0.05132084
L47507,Type_M,0.11995392
H32274,Type_M,0.16103908
L51261,Type_M,-0.026200913
M19597,Type_M,-0.04063789
M19309,Type_M,-0.11133883
L47643,Type_M,-0.27731845
L53428,Type_M,0.0015659176
M20194,Type_M,1.0130494
M23442,Type_M,-0.082391396
M19525,Type_M,-0.1710766
H34175,Type_M,-0.043265253
L48342,Type_M,0.060268503
H33979,Type_M,0.008946902
L51228,Type_M,-0.44382104
M23706,Type_M,-0.3266534
L47348,Type_M,-0.05520794
M19013,Type_M,-0.2241438
L51903,Type_M,-0.048263054
M20475,Type_M,0.00975209
L55106,Type_M,-0.009811646
L54936,Type_M,-0.010308656
L57002,Type_M,0.026775591
L49674,Type_M,0.170094
M19251,Type_M,-0.16838661
L48988,Type_M,-0.22949722
L51365,Type_M,-0.03579718
M19030,Type_M,-0.0820963
L53358,Type_M,-0.052455667
L51427,Type_M,-0.034094594
H33769,Type_M,-0.0010802702
L52116,Type_M,-0.045734126
L51213,Type_M,-0.12038592
L52016,Type_M,-0.056322534
L56834,Type_M,0.1411539
L55375,Type_M,0.1648505
L51344,Type_M,-0.018141467
L54857,Type_M,0.028419364
L57010,Type_M,0.16305688
L49479,Type_M,-0.07908556
L50940,Type_M,-0.043313235
H33243,Type_M,-0.055188946
L49885,Type_M,-0.038533006
M21659,Type_M,0.9273977
L56847,Type_M,0.23814571
L50708,Type_M,0.03784865
H34813,Type_M,0.06580607
M18674,Type_M,-0.048515312
L51364,Type_M,-0.026052162
L51482,Type_M,-0.37152252
L51299,Type_M,0.0011011141
L48770,Type_M,0.09972095
L50084,Type_M,-0.45132822
L51508,Type_M,0.012819009
M23874,Type_M,-0.5615777
L51310,Type_M,0.010478749
L51359,Type_M,-0.03412579
M19011,Type_M,-0.087511934
L51276,Type_M,-0.036190867
L52042,Type_M,-0.05634337
M23058,Type_M,-1.5050837
M20261,Type_M,-0.54099065
L54716,Type_M,-0.39609498
L50446,Type_M,0.1442917
L50864,Type_M,0.012562552
L51948,Type_M,-0.030005611
L48265,Type_M,0.07489334
H33492,Type_M,0.006753534
L51411,Type_M,-0.017615924
L47230,Type_M,-0.24957468
L52164,Type_M,0.0027601335
L48599,Type_M,0.18766353
L51911,Type_M,-0.02392984
L56196,Type_M,0.1209903
M20858,Type_M,-1.0678166
H33665,Type_M,-0.027265683
L48763,Type_M,0.011024354
L52914,Type_M,0.0031753143
L51429,Type_M,-0.020665184
L54939,Type_M,-0.036689263
L51267,Type_M,-0.03569235
L51320,Type_M,-0.03484468
M22424,Type_M,-0.027893223
L47422,Type_M,0.061205126
L52020,Type_M,-0.0019452714
L48514,Type_M,0.2772035
L52011,Type_M,-0.036173165
L51465,Type_M,0.049443666
M18980,Type_M,-0.22453305
L50530,Type_M,0.038131095
L51882,Type_M,-0.00089658995
L51462,Type_M,-0.03156683
L51210,Type_M,-0.40391845
L50205,Type_M,0.119878694
L51950,Type_M,-0.07518742
L52571,Type_M,0.07424368
M18884,Type_M,-0.21314809
L48324,Type_M,-0.023871453
L47765,Type_M,-0.22100638
M19580,Type_M,0.066234
L50668,Type_M,-0.029479906
L50973,Type_M,-0.028016964
L51825,Type_M,-0.11444322
L48854,Type_M,0.060072124
M16184,Type_M,-0.27036512
L48705,Type_M,-0.21052583
M21538,Type_M,-0.109061725
M15067,Type_M,0.041768882
L51503,Type_M,0.021283166
H30623,Type_M,-0.3695309
L51473,Type_M,0.08821961
L50199,Type_M,0.16465887
L55784,Type_M,0.1426012
L51318,Type_M,0.013728701
L51298,Type_M,0.016443668
L50776,Type_M,-0.0033647602
L51337,Type_M,-0.016746042
M19238,Type_M,-0.56806654
L51459,Type_M,-0.018624706
M18727,Type_M,0.78384006
M18317,Type_M,0.908033
L50549,Type_M,-0.4110674
H39353,Type_M,-0.40173337
L53339,Type_M,-0.020478051
L49513,Type_M,0.14654118
H32875,Type_M,0.010938962
L47622,Type_M,-0.05213345
L50967,Type_M,-0.018242823
L50989,Type_M,-0.008894302
H34462,Type_M,-0.051323112
L54849,Type_M,-0.049015563
L53682,Type_M,-0.40466404
L54112,Type_M,-0.08634051
L54170,Type_M,-0.4431111
M18981,Type_M,-0.18523309
M19492,Type_M,-0.2827187
L47341,Type_M,0.13106239
L56843,Type_M,0.24125111
M21400,Type_M,-0.07743658
M18666,Type_M,0.0057273563
L54261,Type_M,0.10423637
L53204,Type_M,-0.06563519
H35932,Type_M,-0.03436538
L49761,Type_M,0.00877554
L51335,Type_M,-0.012562757
L48859,Type_M,-0.015367089
L54167,Type_M,-0.44276935
L51994,Type_M,-0.003161765
M18654,Type_M,-0.121745236
L47560,Type_M,-0.29002184
L51046,Type_M,-0.03444618
M19118,Type_M,-0.0018937308
L49255,Type_M,0.027044298
L49682,Type_M,0.2271733
L51908,Type_M,-0.07822872
L48347,Type_M,0.15455438
L55006,Type_M,-0.02782197
L54104,Type_M,0.051880803
L54460,Type_M,-0.025999121
L53345,Type_M,0.07293494
H30814,Type_M,-0.05761222
L51396,Type_M,-0.021498691
L51405,Type_M,-0.035617016
L48186,Type_M,0.07904593
M17739,Type_M,-0.08966048
L51506,Type_M,0.026955245
M17026,Type_M,-0.09325995
L48927,Type_M,-0.23994656
L56793,Type_M,-0.028880306
L51212,Type_M,0.13989362
L51910,Type_M,-0.04285451
L53853,Type_M,0.1040539
L51297,Type_M,0.027525205
M19113,Type_M,-0.09487557
M20385,Type_M,-0.005662957
M22451,Type_M,-0.4803041
L54749,Type_M,-0.067822024
L52773,Type_M,-0.073869385
L48275,Type_M,-0.21929696
M17286,Type_M,-0.07650924
L47255,Type_M,0.10249396
L52450,Type_M,0.00056645856
L55776,Type_M,0.11694333
H33006,Type_M,-0.0008890254
L50676,Type_M,-0.061316308
M18976,Type_M,-0.19676355
L55542,Type_M,-0.0157723
H37262,Type_M,-0.09291411
M22857,Type_M,1.0187869
L52886,Type_M,-0.054892
L51250,Type_M,-0.026098594
L55406,Type_M,-0.021821413
L49413,Type_M,-0.32125118
L51371,Type_M,-0.04807876
L56944,Type_M,0.023703454
L50781,Type_M,0.0059624333
M19213,Type_M,0.0035567675
M16276,Type_M,0.29550314
L49211,Type_M,-0.06286971
M20856,Type_M,-1.1678298
M18387,Type_M,-0.3020072
L53307,Type_M,-0.03044445
L52156,Type_M,-0.010955113
L51487,Type_M,0.022588793
M20859,Type_M,-0.046831984
L51813,Type_M,-0.008871285
L50038,Type_M,0.17579834
M24356,Type_M,-1.8146456
M15740,Type_M,-0.0992397
L51560,Type_M,0.08769696
L52380,Type_M,-0.06597818
L52085,Type_M,-0.025398925
M17708,Type_M,-0.5581582
L51534,Type_M,-0.04442835
M18453,Type_M,-0.3120565
L54717,Type_M,-0.024265151
L48964,Type_M,-0.27905566
L52999,Type_M,0.027438147
L47436,Type_M,-0.05401377
L49013,Type_M,0.001599598
M22863,Type_M,-0.25653356
L55208,Type_M,0.12599978
M16367,Type_M,-1.45995
H30537,Type_M,-0.056772146
M18247,Type_M,-0.3583782
L49514,Type_M,0.10934157
L55751,Type_M,-0.2878471
L56624,Type_M,-0.29903656
L53119,Type_M,-0.040401895
L51124,Type_M,0.014506815
L50179,Type_M,-0.059179705
L52487,Type_M,-0.03652839
L52013,Type_M,-0.082621016
L55204,Type_M,-0.0041498924
M18716,Type_M,-0.22129607
M16540,Type_M,-0.4734184
L52031,Type_M,-0.032709643
L55190,Type_M,-0.10856766
H38909,Type_M,0.16227713
M19080,Type_M,-0.3154212
L50536,Type_M,0.053580116
M22547,Type_M,0.7408002
M19063,Type_M,0.2656854
L54191,Type_M,-0.3747682
L52580,Type_M,0.058932565
L48721,Type_M,-0.21203631
L51826,Type_M,0.07507196
M22881,Type_M,-0.2607908
L51391,Type_M,-0.020633042
M21996,Type_M,-0.010693738
L51203,Type_M,-0.024120545
H32906,Type_M,-0.069740966
L51824,Type_M,0.089621946
L51023,Type_M,-0.026882768
L48025,Type_M,0.11020805
L51811,Type_M,-0.005912252
L47585,Type_M,0.03758696
L51290,Type_M,-0.026846208
M16616,Type_M,-0.48349002
M21318,Type_M,-0.3340406
L52668,Type_M,-0.0069484217
H35402,Type_M,0.066545196
L56345,Type_M,-0.07797459
L49195,Type_M,0.007903788
L54373,Type_M,0.00892975
M23329,Type_M,-0.3664397
L53501,Type_M,0.00064049824
L48430,Type_M,0.09382704
L53852,Type_M,0.08387501
M18096,Type_M,-0.0025845864
L53333,Type_M,0.0010057136
L48598,Type_M,0.12857838
M21785,Type_M,-1.200141
L52242,Type_M,-0.01085545
L47941,Type_M,0.066243425
M22284,Type_M,0.2211251
M22143,Type_M,-0.15424827
M20088,Type_M,-0.0373608
M21478,Type_M,-0.034662962
M17018,Type_M,-0.79703724
M19509,Type_M,-0.026167031
L48027,Type_M,-0.15606779
L52119,Type_M,0.0075069377
L51293,Type_M,0.027800683
M19066,Type_M,0.095805585
L50748,Type_M,0.023923445
H33443,Type_M,-0.1768088
