UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,soma_subtipos,probabilidade_falha,risco
7140,L54319,L,300.6,310.1,1495,42.3,132,0,0,0,0,0,0,0,7.611235e-07,Baixo
7141,L54320,L,300.5,309.9,1382,46.5,134,0,0,0,0,0,0,0,0.00022655033,Baixo
7142,M22001,M,300.4,309.8,1356,44.4,136,0,0,0,0,0,0,0,0.0014478823,Baixo
7143,H36556,H,300.3,309.7,1452,41.5,139,0,0,0,0,0,0,0,3.2120845e-06,Baixo
7144,H36557,H,300.3,309.7,1582,30.8,144,0,0,0,0,0,0,0,1.4666649e-06,Baixo
7145,M22004,M,300.4,309.8,1517,40.3,149,0,0,0,0,0,0,0,2.9609325e-06,Baixo
7146,L54325,L,300.5,310.0,1413,44.5,152,0,0,0,0,0,0,0,3.3857941e-06,Baixo
7147,L54326,L,300.4,309.9,1496,31.8,154,0,0,0,0,0,0,0,2.3090479e-06,Baixo
7148,L54327,L,300.3,309.8,1466,41.2,156,0,0,0,0,0,0,0,4.0133377e-06,Baixo
7149,M22008,M,300.3,309.8,1617,40.8,158,0,0,0,0,0,0,0,2.049332e-05,Baixo
7150,L54329,L,300.2,309.8,1506,41.8,161,0,0,0,0,0,0,0,2.730858e-07,Baixo
7151,L54330,L,300.2,309.8,1401,49.3,163,0,0,0,0,0,0,0,8.666439e-06,Baixo
7152,H36565,H,300.2,309.9,1906,22.9,165,0,0,0,0,0,0,0,6.471434e-05,Baixo
7153,L54332,L,300.2,309.9,1566,36.4,170,0,0,0,0,0,0,0,2.4650458e-06,Baixo
7154,L54333,L,300.2,310.0,1493,47.3,172,0,0,0,0,0,0,0,1.8651534e-06,Baixo
7155,L54334,L,300.3,310.1,1483,39.9,174,0,0,0,0,0,0,0,1.7424815e-06,Baixo
7156,M22015,M,300.2,309.9,1569,31.2,176,0,0,0,0,0,0,0,2.2484007e-06,Baixo
7157,M22016,M,300.2,310.0,1664,30.7,179,0,0,0,0,0,0,0,9.237423e-06,Baixo
7158,L54337,L,300.2,310.0,1486,40.1,182,0,0,0,0,0,0,0,6.27607e-07,Baixo
7159,L54338,L,300.2,310.0,1389,53.6,184,0,0,0,0,0,0,0,4.8530796e-06,Baixo
7160,L54339,L,300.1,310.0,1511,41.7,186,0,0,0,0,0,0,0,6.3596804e-07,Baixo
7161,M22020,M,300.2,310.1,1485,40.5,188,0,0,0,0,0,0,0,7.809249e-07,Baixo
7162,L54341,L,300.2,310.2,1440,42.9,191,0,0,0,0,0,0,0,1.3281274e-06,Baixo
7163,L54342,L,300.2,310.2,1378,43.9,193,0,0,0,0,0,0,0,1.4961648e-05,Baixo
7164,M22023,M,300.1,310.1,1501,39.3,195,0,0,0,0,0,0,0,1.1178273e-05,Baixo
7165,M22024,M,300.2,310.1,1474,44.0,198,0,0,0,0,0,0,0,2.017831e-06,Baixo
7166,L54345,L,300.2,310.1,1392,47.9,201,0,0,0,0,0,0,0,0.001213222,Baixo
7167,M22026,M,300.3,310.2,1429,44.7,203,0,0,0,0,0,0,0,0.002632449,Baixo
7168,L54347,L,300.3,310.3,1362,60.3,206,1,0,0,0,1,0,1,0.9997154,Crítico
7169,L54348,L,300.3,310.3,1704,29.5,0,0,0,0,0,0,0,0,5.9899803e-06,Baixo
7170,L54349,L,300.3,310.2,1492,52.3,2,0,0,0,0,0,0,0,1.9802376e-06,Baixo
7171,M22030,M,300.3,310.2,1442,39.5,4,0,0,0,0,0,0,0,1.4794946e-05,Baixo
7172,M22031,M,300.2,310.2,1438,51.5,7,0,0,0,0,0,0,0,2.279666e-07,Baixo
7173,M22032,M,300.1,310.1,1402,46.6,10,0,0,0,0,0,0,0,9.13964e-06,Baixo
7174,L54353,L,300.1,310.1,1684,30.8,13,0,0,0,0,0,0,0,7.857441e-06,Baixo
7175,L54354,L,300.2,310.2,1530,48.5,15,0,0,0,0,0,0,0,4.252827e-07,Baixo
7176,L54355,L,300.1,310.1,1569,43.5,17,0,0,0,0,0,0,0,1.8608134e-07,Baixo
7177,L54356,L,300.1,310.1,1650,31.6,19,0,0,0,0,0,0,0,8.6494616e-08,Baixo
7178,L54357,L,300.2,310.2,1415,49.6,21,0,0,0,0,0,0,0,1.1953325e-06,Baixo
7179,L54358,L,300.2,310.2,1600,31.5,23,0,0,0,0,0,0,0,7.172453e-07,Baixo
7180,L54359,L,300.2,310.1,1523,42.3,25,0,0,0,0,0,0,0,8.5448946e-08,Baixo
7181,M22040,M,300.2,310.2,1628,30.3,27,0,0,0,0,0,0,0,6.5589615e-05,Baixo
7182,L54361,L,300.2,310.3,1331,52.1,30,0,0,0,0,0,0,0,0.00016553278,Baixo
7183,L54362,L,300.3,310.3,2158,16.8,32,0,0,0,0,0,0,0,3.6356423e-06,Baixo
7184,L54363,L,300.2,310.3,1445,50.9,34,0,0,0,0,0,0,0,1.3686072e-06,Baixo
7185,M22044,M,300.2,310.3,1593,36.1,36,0,0,0,0,0,0,0,1.6894253e-07,Baixo
7186,L54365,L,300.3,310.4,1672,29.2,39,0,0,0,0,0,0,0,3.5476692e-06,Baixo
7187,M22046,M,300.4,310.5,1644,31.4,41,0,0,0,0,0,0,0,8.466083e-08,Baixo
7188,L54367,L,300.4,310.5,1402,54.3,44,0,0,0,0,0,0,0,2.0776056e-06,Baixo
7189,L54368,L,300.4,310.4,1286,56.8,46,0,0,0,0,0,0,0,1.5768406e-05,Baixo
7190,L54369,L,300.4,310.4,1486,46.3,48,0,0,0,0,0,0,0,8.18435e-07,Baixo
7191,L54370,L,300.3,310.3,1345,46.3,50,0,0,0,0,0,0,0,3.225899e-05,Baixo
7192,L54371,L,300.3,310.3,1629,34.1,52,0,0,0,0,0,0,0,5.3736155e-08,Baixo
7193,M22052,M,300.2,310.2,1429,43.8,54,0,0,0,0,0,0,0,2.125742e-07,Baixo
7194,L54373,L,300.1,310.1,1306,64.7,57,0,0,0,0,0,0,0,0.26594758,Baixo
7195,L54374,L,300.1,310.1,1380,52.6,59,0,0,0,0,0,0,0,7.1284617e-06,Baixo
7196,M22055,M,300.1,310.1,1443,49.3,61,0,0,0,0,0,0,0,2.4448439e-06,Baixo
7197,H36610,H,300.1,310.1,1426,42.7,64,0,0,0,0,0,0,0,9.56892e-07,Baixo
7198,L54377,L,300.0,310.0,1486,41.8,69,0,0,0,0,0,0,0,8.128508e-07,Baixo
7199,M22058,M,300.0,309.9,1530,34.5,71,0,0,0,0,0,0,0,2.1075657e-06,Baixo
7200,L54379,L,300.0,309.9,1507,41.4,74,0,0,0,0,0,0,0,1.9400686e-06,Baixo
7201,L54380,L,300.0,309.9,1608,33.4,76,0,0,0,0,0,0,0,7.0918674e-07,Baixo
7202,L54381,L,300.0,309.8,1474,40.6,78,0,0,0,0,0,0,0,1.1384534e-06,Baixo
7203,L54382,L,300.0,309.7,1326,61.9,80,0,0,0,0,0,0,0,0.0005093376,Baixo
7204,M22063,M,299.8,309.6,1434,48.0,82,0,0,0,0,0,0,0,3.8948497e-06,Baixo
7205,L54384,L,299.8,309.6,1526,41.7,85,0,0,0,0,0,0,0,5.0328354e-06,Baixo
7206,L54385,L,299.8,309.7,1483,39.6,87,0,0,0,0,0,0,0,1.8643158e-06,Baixo
7207,L54386,L,299.8,309.7,1457,51.9,89,0,0,0,0,0,0,0,2.966782e-05,Baixo
7208,M22067,M,299.7,309.6,1540,34.4,91,0,0,0,0,0,0,0,9.599325e-06,Baixo
7209,L54388,L,299.8,309.7,1707,29.1,94,0,0,0,0,0,0,0,1.4025844e-05,Baixo
7210,L54389,L,299.8,309.7,1624,34.2,96,0,0,0,0,0,0,0,2.4454425e-07,Baixo
7211,M22070,M,299.8,309.6,1331,50.2,98,0,0,0,0,0,0,0,0.00010131942,Baixo
7212,L54391,L,299.8,309.7,1431,40.3,101,0,0,0,0,0,0,0,5.2903947e-06,Baixo
7213,M22072,M,299.8,309.7,1705,28.5,103,0,0,0,0,0,0,0,1.1029284e-05,Baixo
7214,M22073,M,299.8,309.8,1427,45.2,106,0,0,0,0,0,0,0,1.5111757e-05,Baixo
7215,M22074,M,299.9,309.8,1625,41.2,109,0,0,0,0,0,0,0,4.877457e-06,Baixo
7216,L54395,L,299.9,309.8,1477,47.7,112,0,0,0,0,0,0,0,1.7280674e-06,Baixo
7217,M22076,M,300.0,309.9,1651,28.1,114,0,0,0,0,0,0,0,2.380603e-05,Baixo
7218,L54397,L,299.9,309.8,1716,28.2,117,0,0,0,0,0,0,0,1.654232e-05,Baixo
7219,H36632,H,299.9,309.8,1400,48.7,119,0,0,0,0,0,0,0,0.00011049384,Baixo
7220,M22079,M,299.8,309.7,1556,37.7,124,0,0,0,0,0,0,0,3.850538e-06,Baixo
7221,L54400,L,299.8,309.7,1429,42.6,127,0,0,0,0,0,0,0,2.2961535e-06,Baixo
7222,H36635,H,299.7,309.6,1433,49.6,129,0,0,0,0,0,0,0,7.373767e-06,Baixo
7223,M22082,M,299.8,309.7,1320,61.7,134,0,0,0,0,0,0,0,0.00013047784,Baixo
7224,L54403,L,299.8,309.6,1374,51.6,137,0,0,0,0,0,0,0,0.000114314724,Baixo
7225,L54404,L,299.8,309.6,1598,31.0,139,0,0,0,0,0,0,0,2.5120469e-06,Baixo
7226,M22085,M,299.8,309.7,1910,21.8,141,0,0,0,0,0,0,0,4.3325486e-05,Baixo
7227,L54406,L,299.7,309.6,1399,51.3,144,0,0,0,0,0,0,0,1.7893193e-05,Baixo
7228,L54407,L,299.7,309.6,1720,27.1,146,0,0,0,0,0,0,0,8.16986e-07,Baixo
7229,H36642,H,299.8,309.7,1368,47.4,148,0,0,0,0,0,0,0,3.423948e-05,Baixo
7230,L54409,L,299.8,309.8,1749,33.4,153,0,0,0,0,0,0,0,5.607936e-07,Baixo
7231,L54410,L,299.8,309.8,1542,39.4,155,0,0,0,0,0,0,0,3.450861e-06,Baixo
7232,L54411,L,299.8,309.9,1553,36.6,157,0,0,0,0,0,0,0,9.887548e-07,Baixo
7233,M22092,M,299.9,309.9,1639,42.1,159,0,0,0,0,0,0,0,3.534701e-06,Baixo
7234,L54413,L,299.9,310.0,1447,45.9,162,0,0,0,0,0,0,0,8.825355e-07,Baixo
7235,M22094,M,299.8,310.0,1397,48.1,164,0,0,0,0,0,0,0,1.0097025e-05,Baixo
7236,L54415,L,299.8,310.0,1361,53.8,167,0,0,0,0,0,0,0,2.5420664e-05,Baixo
7237,M22096,M,299.8,310.0,1460,37.1,169,0,0,0,0,0,0,0,5.1911746e-07,Baixo
7238,M22097,M,299.8,310.0,1632,33.7,172,0,0,0,0,0,0,0,1.482659e-07,Baixo
7239,L54418,L,299.8,310.0,1697,36.0,175,0,0,0,0,0,0,0,8.566915e-07,Baixo
7240,L54419,L,299.8,310.1,1553,42.0,177,0,0,0,0,0,0,0,8.512358e-07,Baixo
7241,M22100,M,299.9,310.1,1362,56.3,179,0,0,0,0,0,0,0,0.00014430609,Baixo
7242,M22101,M,299.9,310.0,1484,42.1,182,0,0,0,0,0,0,0,2.3464273e-07,Baixo
7243,H36656,H,299.9,310.1,1447,51.4,185,0,0,0,0,0,0,0,2.0837927e-06,Baixo
7244,M22103,M,300.0,310.2,1393,51.2,190,0,0,0,0,0,0,0,8.007006e-06,Baixo
7245,L54424,L,300.0,310.2,1760,26.9,193,0,0,0,0,0,0,0,2.217235e-05,Baixo
7246,L54425,L,300.0,310.1,1477,34.6,195,0,0,0,0,0,0,0,3.1188135e-06,Baixo
7247,L54426,L,299.9,310.1,1681,29.1,197,0,0,0,0,0,0,0,6.633747e-05,Baixo
7248,M22107,M,300.0,310.1,1314,53.5,199,0,0,0,0,0,0,0,0.00025398028,Baixo
7249,L54428,L,300.0,310.1,1762,28.0,202,0,0,0,0,0,0,0,6.902922e-05,Baixo
7250,L54429,L,299.9,310.0,1402,44.7,204,0,0,0,0,0,0,0,0.00014038572,Baixo
7251,M22110,M,300.1,310.2,1429,42.0,206,0,0,0,0,0,0,0,0.00034881968,Baixo
7252,M22111,M,300.2,310.3,1448,40.1,209,0,0,0,0,0,0,0,0.0017547306,Baixo
7253,H36666,H,300.2,310.4,1501,42.9,212,0,0,0,0,0,0,0,1.5251834e-05,Baixo
7254,L54433,L,300.3,310.5,1522,39.1,217,0,0,0,0,0,0,0,0.015888816,Baixo
7255,L54434,L,300.3,310.4,1493,37.5,219,0,0,0,0,0,0,0,0.027091729,Baixo
7256,M22115,M,300.2,310.3,1704,29.4,221,0,0,0,0,0,0,0,0.02603706,Baixo
7257,H36670,H,300.2,310.3,1408,42.5,0,0,0,0,0,0,0,0,4.349789e-06,Baixo
7258,L54437,L,300.2,310.4,1518,41.8,5,0,0,0,0,0,0,0,5.440984e-07,Baixo
7259,L54438,L,300.3,310.4,1742,25.9,7,0,0,0,0,0,0,0,1.6649677e-06,Baixo
7260,M22119,M,300.4,310.5,1500,43.0,9,0,0,0,0,0,0,0,1.2464183e-07,Baixo
7261,L54440,L,300.4,310.5,2424,14.5,12,0,0,0,0,0,0,0,0.0006389618,Baixo
7262,L54441,L,300.4,310.5,1818,25.1,14,0,0,0,0,0,0,0,9.1776786e-07,Baixo
7263,M22122,M,300.4,310.6,1545,35.6,16,0,0,0,0,0,0,0,1.9896133e-06,Baixo
7264,L54443,L,300.4,310.6,1429,46.9,19,0,0,0,0,0,0,0,1.2675148e-06,Baixo
7265,M22124,M,300.4,310.6,1448,44.9,21,0,0,0,0,0,0,0,6.9727747e-07,Baixo
7266,L54445,L,300.4,310.6,1384,48.7,24,0,0,0,0,0,0,0,5.471619e-06,Baixo
7267,L54446,L,300.4,310.5,1578,32.8,26,0,0,0,0,0,0,0,2.8317865e-07,Baixo
7268,L54447,L,300.5,310.5,1695,26.7,28,0,0,0,0,0,0,0,1.8464518e-06,Baixo
7269,L54448,L,300.5,310.6,1543,36.2,30,0,0,0,0,0,0,0,3.2841576e-06,Baixo
7270,M22129,M,300.4,310.5,1540,33.4,32,0,0,0,0,0,0,0,3.1307346e-07,Baixo
7271,L54450,L,300.2,310.4,1808,25.8,35,0,0,0,0,0,0,0,1.056849e-06,Baixo
7272,M22131,M,300.3,310.4,1293,49.7,37,0,0,0,0,0,0,0,1.378773e-06,Baixo
7273,L54452,L,300.2,310.3,1202,59.5,40,0,0,0,0,0,0,0,9.927355e-05,Baixo
7274,M22133,M,300.2,310.3,1704,29.2,42,0,0,0,0,0,0,0,3.443553e-06,Baixo
7275,M22134,M,300.2,310.3,1478,38.1,45,0,0,0,0,0,0,0,2.4511003e-06,Baixo
7276,L54455,L,300.2,310.3,1514,38.7,48,0,0,0,0,0,0,0,8.1943e-07,Baixo
7277,M22136,M,300.1,310.3,1350,48.8,50,0,0,0,0,0,0,0,5.913199e-06,Baixo
7278,L54457,L,300.1,310.2,1475,54.2,53,0,0,0,0,0,0,0,2.317126e-06,Baixo
7279,H36692,H,300.0,310.1,1714,28.7,55,0,0,0,0,0,0,0,1.4759522e-07,Baixo
7280,L54459,L,300.0,310.1,1465,40.9,60,0,0,0,0,0,0,0,9.560429e-07,Baixo
7281,L54460,L,299.9,310.2,1288,69.6,62,1,0,0,1,0,0,1,0.84713787,Crítico
7282,L54461,L,300.0,310.2,1675,29.7,64,0,0,0,0,0,0,0,5.617133e-06,Baixo
7283,L54462,L,300.0,310.2,1486,36.4,66,0,0,0,0,0,0,0,1.3690471e-06,Baixo
7284,M22143,M,300.0,310.2,1443,58.7,68,0,0,0,0,0,0,0,0.22162063,Baixo
7285,M22144,M,300.1,310.3,1345,57.1,71,0,0,0,0,0,0,0,2.8278591e-05,Baixo
7286,M22145,M,300.2,310.4,1202,61.7,74,0,0,0,0,0,0,0,4.7164292e-05,Baixo
7287,M22146,M,300.1,310.4,1480,37.1,77,0,0,0,0,0,0,0,9.533833e-07,Baixo
7288,M22147,M,300.2,310.4,1530,35.7,80,0,0,0,0,0,0,0,2.518838e-06,Baixo
7289,M22148,M,300.2,310.6,1983,20.8,83,0,0,0,0,0,0,0,3.0565563e-05,Baixo
7290,L54469,L,300.3,310.6,1433,53.8,86,0,0,0,0,0,0,0,1.9317033e-06,Baixo
7291,L54470,L,300.3,310.6,1806,24.4,88,0,0,0,0,0,0,0,1.2876095e-05,Baixo
7292,L54471,L,300.2,310.5,1416,46.7,90,0,0,0,0,0,0,0,1.8653456e-06,Baixo
7293,M22152,M,300.1,310.4,1556,38.1,92,0,0,0,0,0,0,0,2.3307439e-05,Baixo
7294,L54473,L,300.1,310.5,1627,29.2,95,0,0,0,0,0,0,0,2.0728123e-06,Baixo
7295,L54474,L,300.1,310.6,1809,24.3,97,0,0,0,0,0,0,0,3.6716178e-06,Baixo
7296,M22155,M,300.1,310.5,1329,57.4,99,0,0,0,0,0,0,0,2.938582e-05,Baixo
7297,H36710,H,300.0,310.4,1881,21.9,102,0,0,0,0,0,0,0,1.6249261e-06,Baixo
7298,L54477,L,300.1,310.5,1500,39.8,107,0,0,0,0,0,0,0,2.9073573e-07,Baixo
7299,L54478,L,300.1,310.5,1532,36.0,109,0,0,0,0,0,0,0,9.117371e-07,Baixo
7300,L54479,L,300.1,310.5,1492,50.9,111,0,0,0,0,0,0,0,3.235686e-07,Baixo
7301,L54480,L,300.2,310.6,1431,42.3,113,0,0,0,0,0,0,0,6.203998e-07,Baixo
7302,L54481,L,300.1,310.4,1554,39.4,115,0,0,0,0,0,0,0,1.2614564e-06,Baixo
7303,L54482,L,300.1,310.5,1494,44.2,117,0,0,0,0,0,0,0,4.877904e-07,Baixo
7304,L54483,L,300.1,310.6,1374,45.4,119,0,0,0,0,0,0,0,2.8498014e-05,Baixo
7305,L54484,L,300.1,310.5,1394,44.3,121,0,0,0,0,0,0,0,1.7438048e-06,Baixo
7306,M22165,M,300.0,310.5,1790,25.7,123,0,0,0,0,0,0,0,6.6742323e-06,Baixo
7307,L54486,L,300.1,310.5,1356,45.8,126,0,0,0,0,0,0,0,3.0048568e-06,Baixo
7308,M22167,M,300.0,310.4,1385,52.1,128,0,0,0,0,0,0,0,3.8335043e-06,Baixo
7309,L54488,L,300.0,310.4,1333,49.1,131,0,0,0,0,0,0,0,6.5764007e-06,Baixo
7310,L54489,L,300.0,310.4,1505,44.9,133,0,0,0,0,0,0,0,3.0724303e-07,Baixo
7311,L54490,L,300.0,310.5,1606,33.5,135,0,0,0,0,0,0,0,3.4407944e-07,Baixo
7312,H36725,H,300.0,310.5,1558,36.7,137,0,0,0,0,0,0,0,2.0727065e-07,Baixo
7313,L54492,L,300.0,310.5,1412,52.4,142,0,0,0,0,0,0,0,1.6125853e-06,Baixo
7314,L54493,L,299.9,310.4,1408,38.4,144,0,0,0,0,0,0,0,5.069814e-07,Baixo
7315,L54494,L,299.9,310.3,1268,53.3,146,0,0,0,0,0,0,0,7.459491e-06,Baixo
7316,L54495,L,299.9,310.4,1470,50.0,148,0,0,0,0,0,0,0,5.3888552e-06,Baixo
7317,L54496,L,299.9,310.4,1497,47.0,150,0,0,0,0,0,0,0,5.4066896e-07,Baixo
7318,L54497,L,299.9,310.3,1638,29.1,152,0,0,0,0,0,0,0,2.3718735e-06,Baixo
7319,H36732,H,299.9,310.3,1535,43.9,154,0,0,0,0,0,0,0,7.354338e-07,Baixo
7320,L54499,L,299.8,310.2,1654,32.7,159,0,0,0,0,0,0,0,3.2872583e-07,Baixo
7321,H36734,H,299.8,310.2,1411,49.7,161,0,0,0,0,0,0,0,2.1344336e-08,Baixo
7322,L54501,L,299.8,310.2,1911,23.5,166,0,0,0,0,0,0,0,4.9084418e-05,Baixo
7323,H36736,H,299.8,310.2,1573,33.3,168,0,0,0,0,0,0,0,1.9776124e-08,Baixo
7324,L54503,L,299.9,310.2,1479,46.3,173,0,0,0,0,0,0,0,4.5519228e-06,Baixo
7325,M22184,M,299.9,310.4,1820,26.6,175,0,0,0,0,0,0,0,2.7694296e-06,Baixo
7326,L54505,L,299.9,310.4,1419,45.7,178,0,0,0,0,0,0,0,4.4597817e-07,Baixo
7327,M22186,M,299.9,310.5,1335,52.9,180,0,0,0,0,0,0,0,1.7130963e-06,Baixo
7328,M22187,M,299.9,310.5,1576,39.4,183,0,0,0,0,0,0,0,1.322147e-07,Baixo
7329,L54508,L,300.0,310.5,1517,42.2,186,0,0,0,0,0,0,0,2.3524635e-07,Baixo
7330,M22189,M,299.9,310.4,1576,34.3,188,0,0,0,0,0,0,0,1.2687266e-06,Baixo
7331,H36744,H,299.8,310.2,1537,36.6,191,0,0,0,0,0,0,0,2.5422617e-06,Baixo
7332,L54511,L,299.8,310.3,1524,34.2,196,0,0,0,0,0,0,0,3.3865323e-05,Baixo
7333,M22192,M,299.8,310.3,1805,23.7,198,0,0,0,0,0,0,0,3.1331558e-05,Baixo
7334,M22193,M,299.9,310.4,1367,53.3,201,0,0,0,0,0,0,0,0.0010384178,Baixo
7335,L54514,L,299.8,310.4,1694,30.3,204,0,0,0,0,0,0,0,0.0021931264,Baixo
7336,L54515,L,299.9,310.4,1328,49.9,206,0,0,0,0,0,0,0,0.0007800605,Baixo
7337,H36750,H,299.9,310.5,1549,42.8,208,0,0,0,0,0,0,0,6.209986e-05,Baixo
7338,L54517,L,299.9,310.5,1539,32.8,213,0,0,0,0,0,0,0,0.040131666,Baixo
7339,L54518,L,299.8,310.5,1496,38.8,215,0,0,0,0,0,0,0,0.011035006,Baixo
7340,L54519,L,299.8,310.4,1579,36.4,0,0,0,0,0,0,0,0,1.6597266e-07,Baixo
7341,L54520,L,299.7,310.3,1386,46.6,2,0,0,0,0,0,0,0,3.5293895e-05,Baixo
7342,L54521,L,299.7,310.3,1505,37.7,4,0,0,0,0,0,0,0,9.380653e-06,Baixo
7343,M22202,M,299.7,310.3,1661,34.5,6,0,0,0,0,0,0,0,7.730054e-07,Baixo
7344,L54523,L,299.6,310.2,1468,48.0,9,0,0,0,0,0,0,0,1.5446075e-06,Baixo
7345,L54524,L,299.6,310.1,1384,49.8,11,0,0,0,0,0,0,0,1.0634668e-05,Baixo
7346,L54525,L,299.6,310.2,1381,60.5,13,0,0,0,0,0,0,0,0.000101550206,Baixo
7347,L54526,L,299.6,310.2,1469,47.0,15,0,0,0,0,0,0,0,2.4553772e-06,Baixo
7348,L54527,L,299.6,310.2,1627,36.6,17,0,0,0,0,0,0,0,8.3697806e-08,Baixo
7349,H36762,H,299.7,310.3,1462,40.4,19,0,0,0,0,0,0,0,1.6558343e-07,Baixo
7350,L54529,L,299.7,310.2,1633,36.5,24,0,0,0,0,0,0,0,1.589428e-07,Baixo
7351,L54530,L,299.7,310.2,1469,39.5,26,0,0,0,0,0,0,0,6.7743906e-07,Baixo
7352,L54531,L,299.7,310.2,1458,43.4,28,0,0,0,0,0,0,0,4.808576e-07,Baixo
7353,M22212,M,299.7,310.2,1440,42.8,30,0,0,0,0,0,0,0,7.7956247e-07,Baixo
7354,L54533,L,299.8,310.3,1687,30.4,33,0,0,0,0,0,0,0,3.7088305e-06,Baixo
7355,M22214,M,299.7,310.3,1429,47.7,35,0,0,0,0,0,0,0,3.0219536e-07,Baixo
7356,L54535,L,299.6,310.2,1588,34.1,38,0,0,0,0,0,0,0,1.3441068e-07,Baixo
7357,L54536,L,299.6,310.2,1333,51.2,40,0,0,0,0,0,0,0,3.2668228e-05,Baixo
7358,L54537,L,299.6,310.1,1487,42.9,42,0,0,0,0,0,0,0,1.4306251e-07,Baixo
7359,M22218,M,299.5,310.1,1659,31.5,44,0,0,0,0,0,0,0,7.4508144e-08,Baixo
7360,M22219,M,299.4,310.0,1512,43.2,47,0,0,0,0,0,0,0,3.441542e-08,Baixo
7361,L54540,L,299.5,310.1,1585,35.2,50,0,0,0,0,0,0,0,3.3558866e-08,Baixo
7362,L54541,L,299.5,310.0,1502,38.5,52,0,0,0,0,0,0,0,2.7355418e-07,Baixo
7363,L54542,L,299.5,310.0,1594,35.1,54,0,0,0,0,0,0,0,2.1751e-08,Baixo
7364,L54543,L,299.5,310.0,1412,48.9,56,0,0,0,0,0,0,0,1.146877e-06,Baixo
7365,L54544,L,299.5,309.9,1402,51.7,58,0,0,0,0,0,0,0,7.409951e-06,Baixo
7366,L54545,L,299.6,310.1,2057,20.4,60,0,0,0,0,0,0,0,4.991986e-05,Baixo
7367,H36780,H,299.6,310.1,1531,36.8,62,0,0,0,0,0,0,0,3.9580684e-07,Baixo
7368,M22227,M,299.5,310.1,1359,61.1,67,0,0,0,0,0,0,0,0.022467732,Baixo
7369,M22228,M,299.6,310.2,1620,30.0,70,0,0,0,0,0,0,0,6.8290537e-06,Baixo
7370,M22229,M,299.6,310.1,1646,29.6,73,0,0,0,0,0,0,0,7.5491266e-06,Baixo
7371,M22230,M,299.6,310.1,1455,46.1,76,0,0,0,0,0,0,0,9.533102e-06,Baixo
7372,L54551,L,299.6,310.2,1512,44.0,79,0,0,0,0,0,0,0,1.4780976e-06,Baixo
7373,L54552,L,299.6,310.2,1473,42.7,81,0,0,0,0,0,0,0,8.1771725e-07,Baixo
7374,L54553,L,299.6,310.1,1553,38.0,83,0,0,0,0,0,0,0,1.4323142e-05,Baixo
7375,L54554,L,299.5,310.0,1379,50.4,85,0,0,0,0,0,0,0,0.00019353085,Baixo
7376,M22235,M,299.4,309.9,1567,40.6,87,0,0,0,0,0,0,0,2.1715095e-06,Baixo
7377,L54556,L,299.5,310.0,1481,43.1,90,0,0,0,0,0,0,0,1.0053891e-06,Baixo
7378,L54557,L,299.5,310.0,1349,52.7,92,0,0,0,0,0,0,0,0.00031306708,Baixo
7379,L54558,L,299.5,310.0,1388,52.4,94,0,0,0,0,0,0,0,3.567159e-05,Baixo
7380,M22239,M,299.6,310.1,1357,48.7,96,0,0,0,0,0,0,0,0.00023431382,Baixo
7381,L54560,L,299.6,310.2,1743,24.8,99,0,0,0,0,0,0,0,1.1457955e-05,Baixo
7382,L54561,L,299.7,310.3,1495,43.1,101,0,0,0,0,0,0,0,5.695292e-07,Baixo
7383,L54562,L,299.8,310.4,1698,28.3,103,0,0,0,0,0,0,0,1.786528e-05,Baixo
7384,M22243,M,299.7,310.4,1410,44.5,105,0,0,0,0,0,0,0,2.119221e-06,Baixo
7385,L54564,L,299.7,310.4,1614,36.2,108,0,0,0,0,0,0,0,5.5626344e-07,Baixo
7386,M22245,M,299.8,310.5,1375,53.9,110,0,0,0,0,0,0,0,3.9225702e-05,Baixo
7387,M22246,M,299.8,310.6,1574,31.8,113,0,0,0,0,0,0,0,9.173426e-07,Baixo
7388,H36801,H,299.8,310.6,1423,44.6,116,0,0,0,0,0,0,0,4.97564e-07,Baixo
7389,M22248,M,299.8,310.6,1694,31.3,121,0,0,0,0,0,0,0,5.5280213e-07,Baixo
7390,L54569,L,299.8,310.6,1707,32.5,124,0,0,0,0,0,0,0,1.6925684e-07,Baixo
7391,M22250,M,299.7,310.5,1490,41.2,126,0,0,0,0,0,0,0,3.129714e-07,Baixo
7392,L54571,L,299.7,310.6,1675,31.3,129,0,0,0,0,0,0,0,8.443528e-07,Baixo
7393,M22252,M,299.7,310.5,1492,39.3,131,0,0,0,0,0,0,0,4.7563992e-07,Baixo
7394,M22253,M,299.7,310.5,1594,35.4,134,0,0,0,0,0,0,0,6.2271573e-07,Baixo
7395,L54574,L,299.7,310.6,1479,38.0,137,0,0,0,0,0,0,0,3.065303e-06,Baixo
7396,M22255,M,299.7,310.6,1572,38.0,139,0,0,0,0,0,0,0,1.1411514e-06,Baixo
7397,L54576,L,299.7,310.6,1616,35.1,142,0,0,0,0,0,0,0,8.735373e-07,Baixo
7398,L54577,L,299.7,310.6,1737,26.1,144,0,0,0,0,0,0,0,2.726917e-05,Baixo
7399,M22258,M,299.7,310.7,1498,37.8,146,0,0,0,0,0,0,0,3.2478747e-06,Baixo
